dataset,metric,baseline_method,baseline_detector_family,baseline_model_version,baseline_yolo_version,baseline_model_scale,baseline_param_size_group,baseline_size_group,candidate_method,candidate_detector_family,candidate_model_version,candidate_yolo_version,candidate_model_scale,candidate_param_size_group,candidate_size_group,paired_seeds,seed_count,analysis_level,baseline_mean,candidate_mean,delta_candidate_minus_baseline,paired_t_statistic,paired_t_pvalue,wilcoxon_statistic,wilcoxon_pvalue
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv11n,YOLO,v11,v11,nano,nano,nano,"42,123,2026",3,preliminary,0.6133048513601007,0.5217298866445906,-0.09157496471551015,-27.665885294305852,0.0013039494702308018,0.0,0.25
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv11s,YOLO,v11,v11,small,small,small,"42,123,2026",3,preliminary,0.6133048513601007,0.5682324960061548,-0.04507235535394597,-13.53857797917367,0.005411497372147794,0.0,0.25
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv12n,YOLO,v12,v12,nano,nano,nano,"42,123,2026",3,preliminary,0.6133048513601007,0.5293836404802507,-0.08392121087985012,-32.432722572187416,0.0009493238979745479,0.0,0.25
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv12s,YOLO,v12,v12,small,small,small,"42,123,2026",3,preliminary,0.6133048513601007,0.5754853277005191,-0.03781952365958167,-11.415350970898658,0.007586773693406043,0.0,0.25
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv26n,YOLO,v26,v26,nano,nano,nano,"42,123,2026",3,preliminary,0.6133048513601007,0.513838825611535,-0.09946602574856571,-44.135325230350524,0.0005129712987836866,0.0,0.25
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv26s,YOLO,v26,v26,small,small,small,"42,123,2026",3,preliminary,0.6133048513601007,0.5551115450540349,-0.05819330630606586,-19.05563668660425,0.002742606869628373,0.0,0.25
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv5su,YOLO,v5,v5,small,small,small,"42,123,2026",3,preliminary,0.6133048513601007,0.5697448064739212,-0.04356004488617956,-22.233535197083164,0.0020168219787624095,0.0,0.25
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv8n,YOLO,v8,v8,nano,nano,nano,"42,123,2026",3,preliminary,0.6133048513601007,0.5249153092839609,-0.08838954207613985,-22.91256420834871,0.0018993889014871882,0.0,0.25
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv8s,YOLO,v8,v8,small,small,small,"42,123,2026",3,preliminary,0.6133048513601007,0.576808899435321,-0.0364959519247798,-32.46313552963907,0.000947548516836877,0.0,0.25
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv9s,YOLO,v9,v9,small,small,small,"42,123,2026",3,preliminary,0.6133048513601007,0.5869446178264492,-0.026360233533651505,-14.073436072363771,0.005011015540519249,0.0,0.25
