dataset,split,protocol,data_role,input,sequence,tracker,method,internal_method,parent_method,IDF1,delta_IDF1_vs_None,delta_IDF1_vs_parent,AssA,delta_AssA_vs_None,delta_AssA_vs_parent,IDSW,delta_IDSW_vs_None,delta_IDSW_vs_parent
MMOT,test,official_detector,exposed exploratory retest,official detector,data23-1,ocsort,v1,ace_v1,None,71.44203581526861,0.18850141376060492,0.18850141376060492,67.26647145605271,-0.0846918818355391,-0.0846918818355391,25,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data23-1,ocsort,H,cost_h,None,71.44203581526861,0.18850141376060492,0.18850141376060492,67.26647145605271,-0.0846918818355391,-0.0846918818355391,25,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data23-1,ocsort,H+V,cost_h_full_reassign,H,71.44203581526861,0.18850141376060492,0.0,67.26647145605271,-0.0846918818355391,0.0,25,-2,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data23-1,ocsort,P-G,path_g,None,71.44203581526861,0.18850141376060492,0.18850141376060492,67.26647145605271,-0.0846918818355391,-0.0846918818355391,25,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data23-1,ocsort,P-G+V,path_g_full_reassign,P-G,71.44203581526861,0.18850141376060492,0.0,67.26647145605271,-0.0846918818355391,0.0,25,-2,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,bytetrack,None,no_refinement,None,43.563349853856906,0.0,0.0,55.5782485072582,0.0,0.0,516,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,bytetrack,v1,ace_v1,None,45.520396492565766,1.95704663870886,1.95704663870886,56.59642862135289,1.0181801140946902,1.0181801140946902,384,-132,-132
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,bytetrack,H,cost_h,None,46.09226077011056,2.5289109162536576,2.5289109162536576,56.83892872468539,1.2606802174271863,1.2606802174271863,353,-163,-163
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,bytetrack,H+V,cost_h_full_reassign,H,45.86351505909264,2.3001652052357358,-0.22874571101792185,56.7499791096339,1.1717306023756962,-0.08894961505149013,359,-157,6
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,bytetrack,P-G,path_g,None,46.0033041047147,2.439954250857795,2.439954250857795,56.80777867482105,1.2295301675628494,1.2295301675628494,354,-162,-162
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,bytetrack,P-G+V,path_g_full_reassign,P-G,45.86351505909264,2.3001652052357358,-0.1397890456220594,56.7499791096339,1.1717306023756962,-0.057799565187153235,359,-157,5
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,deepocsort,None,no_refinement,None,55.00773063047586,0.0,0.0,65.60226345908536,0.0,0.0,155,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,deepocsort,v1,ace_v1,None,56.244631506613985,1.2369008761381224,1.2369008761381224,66.41320641572062,0.8109429566352588,0.8109429566352588,124,-31,-31
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,deepocsort,H,cost_h,None,56.542403939758344,1.534673309282482,1.534673309282482,66.52718226784661,0.9249188087612481,0.9249188087612481,116,-39,-39
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,deepocsort,H+V,cost_h_full_reassign,H,56.67983737044035,1.6721067399644909,0.13743343068200886,66.66630118925858,1.0640377301732116,0.13911892141196347,114,-41,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,deepocsort,P-G,path_g,None,56.76000687167153,1.7522762411956663,1.7522762411956663,66.69394421782498,1.0916807587396136,1.0916807587396136,116,-39,-39
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,deepocsort,P-G+V,path_g_full_reassign,P-G,56.66838458455019,1.660653954074327,-0.09162228712133924,66.63736387561607,1.0351004165307103,-0.05658034220890329,117,-38,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,ocsort,None,no_refinement,None,42.11384322782231,0.0,0.0,62.855762232154355,0.0,0.0,145,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,ocsort,v1,ace_v1,None,42.6844178780057,0.5705746501833957,0.5705746501833957,63.1958817468527,0.340119514698344,0.340119514698344,121,-24,-24
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,ocsort,H,cost_h,None,42.69800298872436,0.5841597609020539,0.5841597609020539,63.20315034856904,0.3473881164146846,0.3473881164146846,119,-26,-26
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,ocsort,H+V,cost_h_full_reassign,H,42.6844178780057,0.5705746501833957,-0.0135851107186582,63.20125830560167,0.3454960734473147,-0.001892042967369889,120,-25,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,ocsort,P-G,path_g,None,42.69800298872436,0.5841597609020539,0.5841597609020539,63.20315034856904,0.3473881164146846,0.3473881164146846,119,-26,-26
MMOT,test,official_detector,exposed exploratory retest,official detector,data24-1,ocsort,P-G+V,path_g_full_reassign,P-G,42.6844178780057,0.5705746501833957,-0.0135851107186582,63.20125830560167,0.3454960734473147,-0.001892042967369889,120,-25,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,bytetrack,None,no_refinement,None,12.5,0.0,0.0,17.404495855504447,0.0,0.0,12,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,bytetrack,v1,ace_v1,None,15.441176470588236,2.9411764705882355,2.9411764705882355,20.458321809137697,3.0538259536332504,3.0538259536332504,11,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,bytetrack,H,cost_h,None,19.11764705882353,6.617647058823529,6.617647058823529,22.73984345764597,5.335347602141525,5.335347602141525,10,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,bytetrack,H+V,cost_h_full_reassign,H,19.11764705882353,6.617647058823529,0.0,22.73984345764597,5.335347602141525,0.0,10,-2,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,bytetrack,P-G,path_g,None,19.11764705882353,6.617647058823529,6.617647058823529,22.73984345764597,5.335347602141525,5.335347602141525,10,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,bytetrack,P-G+V,path_g_full_reassign,P-G,19.11764705882353,6.617647058823529,0.0,22.73984345764597,5.335347602141525,0.0,10,-2,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,deepocsort,None,no_refinement,None,43.44827586206896,0.0,0.0,81.45771700554143,0.0,0.0,1,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,deepocsort,v1,ace_v1,None,43.44827586206896,0.0,0.0,81.45771700554143,0.0,0.0,1,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,deepocsort,H,cost_h,None,43.44827586206896,0.0,0.0,81.45771700554143,0.0,0.0,1,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,deepocsort,H+V,cost_h_full_reassign,H,43.44827586206896,0.0,0.0,81.45771700554143,0.0,0.0,1,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,deepocsort,P-G,path_g,None,43.44827586206896,0.0,0.0,81.45771700554143,0.0,0.0,1,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,deepocsort,P-G+V,path_g_full_reassign,P-G,43.44827586206896,0.0,0.0,81.45771700554143,0.0,0.0,1,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,ocsort,None,no_refinement,None,9.67741935483871,0.0,0.0,15.094392000590256,0.0,0.0,3,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,ocsort,v1,ace_v1,None,12.903225806451612,3.225806451612902,3.225806451612902,18.414697985855533,3.3203059852652768,3.3203059852652768,2,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,ocsort,H,cost_h,None,12.903225806451612,3.225806451612902,3.225806451612902,18.414697985855533,3.3203059852652768,3.3203059852652768,2,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,ocsort,H+V,cost_h_full_reassign,H,12.903225806451612,3.225806451612902,0.0,18.414697985855533,3.3203059852652768,0.0,2,-1,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,ocsort,P-G,path_g,None,12.903225806451612,3.225806451612902,3.225806451612902,18.414697985855533,3.3203059852652768,3.3203059852652768,2,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data27-1,ocsort,P-G+V,path_g_full_reassign,P-G,12.903225806451612,3.225806451612902,0.0,18.414697985855533,3.3203059852652768,0.0,2,-1,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,bytetrack,None,no_refinement,None,30.691449814126393,0.0,0.0,15.232054378652165,0.0,0.0,518,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,bytetrack,v1,ace_v1,None,32.80297397769517,2.111524163568774,2.111524163568774,15.811455360385478,0.579400981733313,0.579400981733313,503,-15,-15
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,bytetrack,H,cost_h,None,33.01115241635688,2.3197026022304854,2.3197026022304854,15.786212704120626,0.5541583254684603,0.5541583254684603,500,-18,-18
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,bytetrack,H+V,cost_h_full_reassign,H,33.814126394052046,3.1226765799256526,0.8029739776951672,16.34028265506886,1.1082282764166962,0.5540699509482359,498,-20,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,bytetrack,P-G,path_g,None,33.90334572490706,3.211895910780669,3.211895910780669,16.304901562171587,1.0728471835194213,1.0728471835194213,498,-20,-20
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,bytetrack,P-G+V,path_g_full_reassign,P-G,33.814126394052046,3.1226765799256526,-0.08921933085501621,16.335225602643856,1.1031712239916907,0.03032404047226933,498,-20,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,deepocsort,None,no_refinement,None,84.68314862176754,0.0,0.0,81.6014044831045,0.0,0.0,9,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,deepocsort,v1,ace_v1,None,84.68314862176754,0.0,0.0,81.47165392493557,-0.12975055816893644,-0.12975055816893644,9,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,deepocsort,H,cost_h,None,84.68314862176754,0.0,0.0,81.45639407826081,-0.14501040484368843,-0.14501040484368843,9,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,deepocsort,H+V,cost_h_full_reassign,H,84.68314862176754,0.0,0.0,81.45639407826081,-0.14501040484368843,0.0,9,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,deepocsort,P-G,path_g,None,84.68314862176754,0.0,0.0,81.45639407826081,-0.14501040484368843,-0.14501040484368843,9,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,deepocsort,P-G+V,path_g_full_reassign,P-G,84.68314862176754,0.0,0.0,81.45639407826081,-0.14501040484368843,0.0,9,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,ocsort,None,no_refinement,None,25.07813936385365,0.0,0.0,14.647243906991408,0.0,0.0,287,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,ocsort,v1,ace_v1,None,26.622540908255193,1.5444015444015413,1.5444015444015413,15.153540748225037,0.5062968412336293,0.5062968412336293,264,-23,-23
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,ocsort,H,cost_h,None,27.43151314579886,2.3533737819452085,2.3533737819452085,15.38358871163982,0.7363448046484127,0.7363448046484127,254,-33,-33
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,ocsort,H+V,cost_h_full_reassign,H,27.247655819084393,2.1695164552307418,-0.18385732671446675,15.469769263433166,0.8225253564417585,0.08618055179334583,254,-33,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,ocsort,P-G,path_g,None,27.027027027027028,1.9488876631733767,1.9488876631733767,15.373550393160102,0.7263064861686939,0.7263064861686939,253,-34,-34
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-1,ocsort,P-G+V,path_g_full_reassign,P-G,27.247655819084393,2.1695164552307418,0.22062879205736508,15.464081280705082,0.8168373737136747,0.09053088754498084,255,-32,2
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,bytetrack,None,no_refinement,None,76.40449438202246,0.0,0.0,60.1625779545474,0.0,0.0,34,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,bytetrack,v1,ace_v1,None,80.30751034890598,3.9030159668835154,3.9030159668835154,63.90940980861536,3.746831854067956,3.746831854067956,29,-5,-5
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,bytetrack,H,cost_h,None,80.30751034890598,3.9030159668835154,3.9030159668835154,63.90940980861536,3.746831854067956,3.746831854067956,29,-5,-5
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,bytetrack,H+V,cost_h_full_reassign,H,80.30751034890598,3.9030159668835154,0.0,63.90940980861536,3.746831854067956,0.0,29,-5,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,bytetrack,P-G,path_g,None,80.30751034890598,3.9030159668835154,3.9030159668835154,63.90940980861536,3.746831854067956,3.746831854067956,29,-5,-5
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,bytetrack,P-G+V,path_g_full_reassign,P-G,80.30751034890598,3.9030159668835154,0.0,63.90940980861536,3.746831854067956,0.0,29,-5,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,deepocsort,None,no_refinement,None,85.20023215322112,0.0,0.0,84.08763180550143,0.0,0.0,4,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,deepocsort,v1,ace_v1,None,85.54846198491003,0.3482298316889114,0.3482298316889114,84.11463974927838,0.027007943776951038,0.027007943776951038,1,-3,-3
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,deepocsort,H,cost_h,None,85.54846198491003,0.3482298316889114,0.3482298316889114,84.11463974927838,0.027007943776951038,0.027007943776951038,1,-3,-3
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,deepocsort,H+V,cost_h_full_reassign,H,85.54846198491003,0.3482298316889114,0.0,84.11463974927838,0.027007943776951038,0.0,1,-3,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,deepocsort,P-G,path_g,None,85.54846198491003,0.3482298316889114,0.3482298316889114,84.11463974927838,0.027007943776951038,0.027007943776951038,1,-3,-3
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,deepocsort,P-G+V,path_g_full_reassign,P-G,85.54846198491003,0.3482298316889114,0.0,84.11463974927838,0.027007943776951038,0.0,1,-3,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,ocsort,None,no_refinement,None,59.145952836201396,0.0,0.0,42.86336202085554,0.0,0.0,49,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,ocsort,v1,ace_v1,None,61.44040790312301,2.294455066921614,2.294455066921614,45.24127668458841,2.3779146637328665,2.3779146637328665,29,-20,-20
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,ocsort,H,cost_h,None,63.09751434034416,3.9515615041427665,3.9515615041427665,48.51925685568451,5.65589483482897,5.65589483482897,16,-33,-33
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,ocsort,H+V,cost_h_full_reassign,H,62.46016571064372,3.314212874442326,-0.6373486297004405,47.13286394200355,4.269501921148013,-1.3863929136809574,21,-28,5
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,ocsort,P-G,path_g,None,62.46016571064372,3.314212874442326,3.314212874442326,47.13286394200355,4.269501921148013,4.269501921148013,21,-28,-28
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-2,ocsort,P-G+V,path_g_full_reassign,P-G,62.46016571064372,3.314212874442326,0.0,47.13286394200355,4.269501921148013,0.0,21,-28,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-3,bytetrack,None,no_refinement,None,1.146131805157593,0.0,0.0,22.807017543859647,0.0,0.0,0,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-3,bytetrack,v1,ace_v1,None,1.146131805157593,0.0,0.0,22.807017543859647,0.0,0.0,0,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-3,bytetrack,H,cost_h,None,1.146131805157593,0.0,0.0,22.807017543859647,0.0,0.0,0,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-3,bytetrack,H+V,cost_h_full_reassign,H,1.146131805157593,0.0,0.0,22.807017543859647,0.0,0.0,0,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-3,bytetrack,P-G,path_g,None,1.146131805157593,0.0,0.0,22.807017543859647,0.0,0.0,0,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-3,bytetrack,P-G+V,path_g_full_reassign,P-G,1.146131805157593,0.0,0.0,22.807017543859647,0.0,0.0,0,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-3,deepocsort,None,no_refinement,None,1.25,0.0,0.0,25.657894736842103,0.0,0.0,2,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-3,deepocsort,v1,ace_v1,None,1.25,0.0,0.0,25.657894736842103,0.0,0.0,2,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-3,deepocsort,H,cost_h,None,1.25,0.0,0.0,25.657894736842103,0.0,0.0,2,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data28-3,deepocsort,H+V,cost_h_full_reassign,H,1.25,0.0,0.0,25.657894736842103,0.0,0.0,2,0,0
