dataset,protocol,family,sequence,class_or_modality,tracker,solver,candidate_edges,baseline_selected_edges,V_off_selected_edges,selected_pairs_identical
MMOT,oracle_aabb,confirmation38,data46-11,car,bytetrack,controlled_partial_hungarian,27,18,18,True
MMOT,oracle_aabb,confirmation38,data46-11,pedestrian,bytetrack,controlled_partial_hungarian,966,129,129,True
MMOT,oracle_aabb,confirmation38,data46-11,tricycle,bytetrack,controlled_partial_hungarian,62,27,27,True
MMOT,oracle_aabb,confirmation38,data46-11,truck,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data46-11,van,bytetrack,controlled_partial_hungarian,16,10,10,True
MMOT,oracle_aabb,confirmation38,data46-11,awning-bike,bytetrack,path_constrained_greedy,5,3,3,True
MMOT,oracle_aabb,confirmation38,data46-11,bike,bytetrack,path_constrained_greedy,194,51,51,True
MMOT,oracle_aabb,confirmation38,data46-11,car,bytetrack,path_constrained_greedy,27,18,18,True
MMOT,oracle_aabb,confirmation38,data46-11,pedestrian,bytetrack,path_constrained_greedy,966,120,120,True
MMOT,oracle_aabb,confirmation38,data46-11,tricycle,bytetrack,path_constrained_greedy,62,25,25,True
MMOT,oracle_aabb,confirmation38,data46-11,truck,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data46-11,van,bytetrack,path_constrained_greedy,16,9,9,True
MMOT,oracle_aabb,confirmation38,data46-11,bike,deepocsort,controlled_partial_hungarian,3,2,2,True
MMOT,oracle_aabb,confirmation38,data46-11,pedestrian,deepocsort,controlled_partial_hungarian,9,5,5,True
MMOT,oracle_aabb,confirmation38,data46-11,bike,deepocsort,path_constrained_greedy,3,2,2,True
MMOT,oracle_aabb,confirmation38,data46-11,pedestrian,deepocsort,path_constrained_greedy,9,5,5,True
MMOT,oracle_aabb,confirmation38,data46-11,awning-bike,ocsort,controlled_partial_hungarian,10,7,7,True
MMOT,oracle_aabb,confirmation38,data46-11,bike,ocsort,controlled_partial_hungarian,226,74,74,True
MMOT,oracle_aabb,confirmation38,data46-11,car,ocsort,controlled_partial_hungarian,50,29,29,True
MMOT,oracle_aabb,confirmation38,data46-11,pedestrian,ocsort,controlled_partial_hungarian,203,61,61,True
MMOT,oracle_aabb,confirmation38,data46-11,tricycle,ocsort,controlled_partial_hungarian,46,23,23,True
MMOT,oracle_aabb,confirmation38,data46-11,van,ocsort,controlled_partial_hungarian,34,12,12,True
MMOT,oracle_aabb,confirmation38,data46-11,awning-bike,ocsort,path_constrained_greedy,10,7,7,True
MMOT,oracle_aabb,confirmation38,data46-11,bike,ocsort,path_constrained_greedy,226,72,72,True
MMOT,oracle_aabb,confirmation38,data46-11,car,ocsort,path_constrained_greedy,50,29,29,True
MMOT,oracle_aabb,confirmation38,data46-11,pedestrian,ocsort,path_constrained_greedy,203,60,60,True
MMOT,oracle_aabb,confirmation38,data46-11,tricycle,ocsort,path_constrained_greedy,46,23,23,True
MMOT,oracle_aabb,confirmation38,data46-11,van,ocsort,path_constrained_greedy,34,10,10,True
MMOT,oracle_aabb,confirmation38,data46-12,awning-bike,bytetrack,controlled_partial_hungarian,4,2,2,True
MMOT,oracle_aabb,confirmation38,data46-12,bike,bytetrack,controlled_partial_hungarian,2,1,1,True
MMOT,oracle_aabb,confirmation38,data46-12,pedestrian,bytetrack,controlled_partial_hungarian,704,99,99,True
MMOT,oracle_aabb,confirmation38,data46-12,tricycle,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data46-12,awning-bike,bytetrack,path_constrained_greedy,4,2,2,True
MMOT,oracle_aabb,confirmation38,data46-12,bike,bytetrack,path_constrained_greedy,2,1,1,True
MMOT,oracle_aabb,confirmation38,data46-12,pedestrian,bytetrack,path_constrained_greedy,704,95,95,True
MMOT,oracle_aabb,confirmation38,data46-12,tricycle,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data46-12,pedestrian,deepocsort,controlled_partial_hungarian,3,3,3,True
MMOT,oracle_aabb,confirmation38,data46-12,pedestrian,deepocsort,path_constrained_greedy,3,3,3,True
MMOT,oracle_aabb,confirmation38,data46-12,awning-bike,ocsort,controlled_partial_hungarian,6,4,4,True
MMOT,oracle_aabb,confirmation38,data46-12,bike,ocsort,controlled_partial_hungarian,30,12,12,True
MMOT,oracle_aabb,confirmation38,data46-12,car,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data46-12,pedestrian,ocsort,controlled_partial_hungarian,350,77,77,True
MMOT,oracle_aabb,confirmation38,data46-12,tricycle,ocsort,controlled_partial_hungarian,3,3,3,True
MMOT,oracle_aabb,confirmation38,data46-12,awning-bike,ocsort,path_constrained_greedy,6,4,4,True
MMOT,oracle_aabb,confirmation38,data46-12,bike,ocsort,path_constrained_greedy,30,12,12,True
MMOT,oracle_aabb,confirmation38,data46-12,car,ocsort,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data46-12,pedestrian,ocsort,path_constrained_greedy,350,75,75,True
MMOT,oracle_aabb,confirmation38,data46-12,tricycle,ocsort,path_constrained_greedy,3,3,3,True
MMOT,oracle_aabb,confirmation38,data47-1,car,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data47-1,pedestrian,bytetrack,controlled_partial_hungarian,49,12,12,True
MMOT,oracle_aabb,confirmation38,data47-1,car,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data47-1,pedestrian,bytetrack,path_constrained_greedy,49,10,10,True
MMOT,oracle_aabb,confirmation38,data47-1,pedestrian,deepocsort,controlled_partial_hungarian,5,3,3,True
MMOT,oracle_aabb,confirmation38,data47-1,pedestrian,deepocsort,path_constrained_greedy,5,3,3,True
MMOT,oracle_aabb,confirmation38,data47-1,car,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data47-1,pedestrian,ocsort,controlled_partial_hungarian,54,11,11,True
MMOT,oracle_aabb,confirmation38,data47-1,car,ocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data47-1,pedestrian,ocsort,path_constrained_greedy,54,11,11,True
MMOT,oracle_aabb,confirmation38,data47-2,awning-bike,bytetrack,controlled_partial_hungarian,10,4,4,True
MMOT,oracle_aabb,confirmation38,data47-2,bike,bytetrack,controlled_partial_hungarian,89,22,22,True
MMOT,oracle_aabb,confirmation38,data47-2,pedestrian,bytetrack,controlled_partial_hungarian,239,38,38,True
MMOT,oracle_aabb,confirmation38,data47-2,awning-bike,bytetrack,path_constrained_greedy,10,4,4,True
MMOT,oracle_aabb,confirmation38,data47-2,bike,bytetrack,path_constrained_greedy,89,21,21,True
MMOT,oracle_aabb,confirmation38,data47-2,pedestrian,bytetrack,path_constrained_greedy,239,38,38,True
MMOT,oracle_aabb,confirmation38,data47-2,awning-bike,deepocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data47-2,bike,deepocsort,controlled_partial_hungarian,3,2,2,True
MMOT,oracle_aabb,confirmation38,data47-2,pedestrian,deepocsort,controlled_partial_hungarian,3,2,2,True
MMOT,oracle_aabb,confirmation38,data47-2,awning-bike,deepocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data47-2,bike,deepocsort,path_constrained_greedy,3,2,2,True
MMOT,oracle_aabb,confirmation38,data47-2,pedestrian,deepocsort,path_constrained_greedy,3,2,2,True
MMOT,oracle_aabb,confirmation38,data47-2,awning-bike,ocsort,controlled_partial_hungarian,12,7,7,True
MMOT,oracle_aabb,confirmation38,data47-2,bike,ocsort,controlled_partial_hungarian,18,7,7,True
MMOT,oracle_aabb,confirmation38,data47-2,pedestrian,ocsort,controlled_partial_hungarian,30,10,10,True
MMOT,oracle_aabb,confirmation38,data47-2,awning-bike,ocsort,path_constrained_greedy,12,7,7,True
MMOT,oracle_aabb,confirmation38,data47-2,bike,ocsort,path_constrained_greedy,18,7,7,True
MMOT,oracle_aabb,confirmation38,data47-2,pedestrian,ocsort,path_constrained_greedy,30,10,10,True
MMOT,oracle_aabb,confirmation38,data47-3,awning-bike,bytetrack,controlled_partial_hungarian,21,14,14,True
MMOT,oracle_aabb,confirmation38,data47-3,bike,bytetrack,controlled_partial_hungarian,102,35,35,True
MMOT,oracle_aabb,confirmation38,data47-3,car,bytetrack,controlled_partial_hungarian,25,17,17,True
MMOT,oracle_aabb,confirmation38,data47-3,pedestrian,bytetrack,controlled_partial_hungarian,156,27,27,True
MMOT,oracle_aabb,confirmation38,data47-3,van,bytetrack,controlled_partial_hungarian,3,2,2,True
MMOT,oracle_aabb,confirmation38,data47-3,awning-bike,bytetrack,path_constrained_greedy,21,14,14,True
MMOT,oracle_aabb,confirmation38,data47-3,bike,bytetrack,path_constrained_greedy,102,31,31,True
MMOT,oracle_aabb,confirmation38,data47-3,car,bytetrack,path_constrained_greedy,25,17,17,True
MMOT,oracle_aabb,confirmation38,data47-3,pedestrian,bytetrack,path_constrained_greedy,156,26,26,True
MMOT,oracle_aabb,confirmation38,data47-3,van,bytetrack,path_constrained_greedy,3,2,2,True
MMOT,oracle_aabb,confirmation38,data47-3,car,deepocsort,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data47-3,pedestrian,deepocsort,controlled_partial_hungarian,6,4,4,True
MMOT,oracle_aabb,confirmation38,data47-3,car,deepocsort,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data47-3,pedestrian,deepocsort,path_constrained_greedy,6,4,4,True
MMOT,oracle_aabb,confirmation38,data47-3,awning-bike,ocsort,controlled_partial_hungarian,7,6,6,True
MMOT,oracle_aabb,confirmation38,data47-3,bike,ocsort,controlled_partial_hungarian,48,20,20,True
MMOT,oracle_aabb,confirmation38,data47-3,car,ocsort,controlled_partial_hungarian,8,7,7,True
MMOT,oracle_aabb,confirmation38,data47-3,pedestrian,ocsort,controlled_partial_hungarian,35,11,11,True
MMOT,oracle_aabb,confirmation38,data47-3,awning-bike,ocsort,path_constrained_greedy,7,6,6,True
MMOT,oracle_aabb,confirmation38,data47-3,bike,ocsort,path_constrained_greedy,48,20,20,True
MMOT,oracle_aabb,confirmation38,data47-3,car,ocsort,path_constrained_greedy,8,7,7,True
MMOT,oracle_aabb,confirmation38,data47-3,pedestrian,ocsort,path_constrained_greedy,35,10,10,True
MMOT,oracle_aabb,confirmation38,data47-4,bike,bytetrack,controlled_partial_hungarian,13,9,9,True
MMOT,oracle_aabb,confirmation38,data47-4,pedestrian,bytetrack,controlled_partial_hungarian,19,10,10,True
MMOT,oracle_aabb,confirmation38,data47-4,bike,bytetrack,path_constrained_greedy,13,9,9,True
MMOT,oracle_aabb,confirmation38,data47-4,pedestrian,bytetrack,path_constrained_greedy,19,9,9,True
MMOT,oracle_aabb,confirmation38,data47-4,car,deepocsort,controlled_partial_hungarian,3,3,3,True
MMOT,oracle_aabb,confirmation38,data47-4,pedestrian,deepocsort,controlled_partial_hungarian,6,4,4,True
MMOT,oracle_aabb,confirmation38,data47-4,car,deepocsort,path_constrained_greedy,3,3,3,True
MMOT,oracle_aabb,confirmation38,data47-4,pedestrian,deepocsort,path_constrained_greedy,6,4,4,True
MMOT,oracle_aabb,confirmation38,data47-4,bike,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data47-4,car,ocsort,controlled_partial_hungarian,4,3,3,True
MMOT,oracle_aabb,confirmation38,data47-4,bike,ocsort,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data47-4,car,ocsort,path_constrained_greedy,4,3,3,True
MMOT,oracle_aabb,confirmation38,data48-1,pedestrian,bytetrack,controlled_partial_hungarian,40,13,13,True
MMOT,oracle_aabb,confirmation38,data48-1,pedestrian,bytetrack,path_constrained_greedy,40,13,13,True
MMOT,oracle_aabb,confirmation38,data48-1,pedestrian,ocsort,controlled_partial_hungarian,125,29,29,True
MMOT,oracle_aabb,confirmation38,data48-1,pedestrian,ocsort,path_constrained_greedy,125,29,29,True
MMOT,oracle_aabb,confirmation38,data49-2,awning-bike,bytetrack,controlled_partial_hungarian,100,31,31,True
MMOT,oracle_aabb,confirmation38,data49-2,bike,bytetrack,controlled_partial_hungarian,150,31,31,True
MMOT,oracle_aabb,confirmation38,data49-2,car,bytetrack,controlled_partial_hungarian,21,15,15,True
MMOT,oracle_aabb,confirmation38,data49-2,pedestrian,bytetrack,controlled_partial_hungarian,89,24,24,True
MMOT,oracle_aabb,confirmation38,data49-2,truck,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data49-2,van,bytetrack,controlled_partial_hungarian,6,5,5,True
MMOT,oracle_aabb,confirmation38,data49-2,awning-bike,bytetrack,path_constrained_greedy,100,29,29,True
MMOT,oracle_aabb,confirmation38,data49-2,bike,bytetrack,path_constrained_greedy,150,29,29,True
MMOT,oracle_aabb,confirmation38,data49-2,car,bytetrack,path_constrained_greedy,21,15,15,True
MMOT,oracle_aabb,confirmation38,data49-2,pedestrian,bytetrack,path_constrained_greedy,89,23,23,True
MMOT,oracle_aabb,confirmation38,data49-2,truck,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data49-2,van,bytetrack,path_constrained_greedy,6,5,5,True
MMOT,oracle_aabb,confirmation38,data49-2,car,deepocsort,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data49-2,pedestrian,deepocsort,controlled_partial_hungarian,2,1,1,True
MMOT,oracle_aabb,confirmation38,data49-2,car,deepocsort,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data49-2,pedestrian,deepocsort,path_constrained_greedy,2,1,1,True
MMOT,oracle_aabb,confirmation38,data49-2,awning-bike,ocsort,controlled_partial_hungarian,8,6,6,True
MMOT,oracle_aabb,confirmation38,data49-2,bike,ocsort,controlled_partial_hungarian,29,12,12,True
MMOT,oracle_aabb,confirmation38,data49-2,car,ocsort,controlled_partial_hungarian,17,14,14,True
MMOT,oracle_aabb,confirmation38,data49-2,pedestrian,ocsort,controlled_partial_hungarian,11,6,6,True
MMOT,oracle_aabb,confirmation38,data49-2,awning-bike,ocsort,path_constrained_greedy,8,6,6,True
MMOT,oracle_aabb,confirmation38,data49-2,bike,ocsort,path_constrained_greedy,29,12,12,True
MMOT,oracle_aabb,confirmation38,data49-2,car,ocsort,path_constrained_greedy,17,14,14,True
MMOT,oracle_aabb,confirmation38,data49-2,pedestrian,ocsort,path_constrained_greedy,11,6,6,True
